Uniq Id,Product Name,Brand Name,Asin,Category,Upc Ean Code,List Price,Selling Price,Quantity,Model Number,About Product,Product Specification,Technical Details,Shipping Weight,Product Dimensions,Image,Variants,Sku,Product Url,Stock,Product Details,Dimensions,Color,Ingredients,Direction To Use,Is Amazon Seller,Size Quantity Variant,Product Description,Rating,Review Snippets
e9031726b4f456eaa9cfd92cf7d834cf,"ScrubPro Bleach Bathroom Foam, 20 oz",ScrubPro,B0SAMPLE010,Health & Household | Household Supplies | Cleaning & Household | Bathroom Cleaners,,$ 8.49,$ 6.29,,SCR-010,Make sure this fits by entering your model number. | Clinging foam kills 99.9% of germs | Whitens grout and removes mold stains | Not safe for natural stone,Material focus: tile and porcelain,,1.6 pounds,,https://images.example.com/B0SAMPLE010.jpg,,SKU-SCRU-010,https://www.amazon.com/dp/B0SAMPLE010,In Stock,,,,"Water, Sodium hypochlorite, Sodium hydroxide, Surfactants, Fragrance","Spray, wipe with a microfiber cloth, buff dry.",Y,20 Fl Oz,tile and porcelain cleaner. Clinging foam kills 99.9% of germs Whitens grout and removes mold stains,4.3,"Blasts mildew || Ventilate the room, strong bleach || Grout looks new"
5a358096082753e6982f707bd4927a7a,"WoodLove Natural Wood Floor & Furniture Cleaner, 32 oz",WoodLove,B0SAMPLE011,Health & Household | Household Supplies | Cleaning & Household | Wood Cleaners,,$ 13.99,$ 12.99,,WOO-011,"Make sure this fits by entering your model number. | pH-balanced for sealed hardwood and furniture | Nourishes wood with jojoba and beeswax | Streak-free, residue-free | Plant-based and pet-safe",Material focus: wood,,2.3 pounds,,https://images.example.com/B0SAMPLE011.jpg,,SKU-WOOD-011,https://www.amazon.com/dp/B0SAMPLE011,In Stock,,,,"Water, Plant-derived soap, Jojoba oil, Beeswax emulsion, Orange oil","Spray, wipe with a microfiber cloth, buff dry.",Y,32 Fl Oz,Eco-friendly wood cleaner. pH-balanced for sealed hardwood and furniture Nourishes wood with jojoba and beeswax,4.6,Floors smell amazing and shine || Not for unsealed wood || Safe around my dog
064603b6e471565e9702678809f473cf,"EverGreen Stainless Steel Wipes Refill, 40 ct",EverGreen,B0SAMPLE012,Health & Household | Household Supplies | Cleaning & Household | Metal Cleaners,,$ 14.49,$ 13.49,,EVE-012,"Make sure this fits by entering your model number. | 40-count refillable stainless steel wipes | Removes grease and fingerprints | Biodegradable cloth, recyclable tub | Light rosemary scent",Material focus: stainless steel,,0.9 pounds,,https://images.example.com/B0SAMPLE012.jpg,,SKU-EVER-012,https://www.amazon.com/dp/B0SAMPLE012,In Stock,,,,"Water, Lauryl glucoside, Citric acid, Plant fiber cloth, Rosemary extract","Spray, wipe with a microfiber cloth, buff dry.",Y,40 ct,Eco-friendly stainless steel cleaner. 40-count refillable stainless steel wipes Removes grease and fingerprints,4.5,"Refill saves plastic || Slightly wet, let appliance dry || Great for daily fridge wipe-downs"
a8f2d9a159835e479fdc33feac181631,"MegaShine Chrome & Stainless Spray, 22 oz",MegaShine,B0SAMPLE013,Health & Household | Household Supplies | Cleaning & Household | Metal Cleaners,,$ 16.99,$ 14.99,,MEG-013,"Make sure this fits by entering your model number. | Fast-drying stainless and chrome spray | Anti-static fingerprint guard | For fixtures, appliances, and cars",Material focus: stainless steel,,1.7 pounds,,https://images.example.com/B0SAMPLE013.jpg,,SKU-MEGA-013,https://www.amazon.com/dp/B0SAMPLE013,In Stock,,,,"Water, Isopropyl alcohol, Silicone, Ammonia-free surfactants, Fragrance","Spray, wipe with a microfiber cloth, buff dry.",Y,22 Fl Oz,stainless steel cleaner. Fast-drying stainless and chrome spray Anti-static fingerprint guard,4.4,"Dries fast and shines || Contains silicone, buff well || Good for both kitchen and car"
401d29059cd251fbbec9e6a92532320e,"Meadow Fresh Laundry Detergent Pods, 42 ct",Meadow Fresh,B0SAMPLE014,Health & Household | Household Supplies | Cleaning & Household | Laundry,,$ 18.99,$ 15.99,,MEA-014,Make sure this fits by entering your model number. | Concentrated plant-based laundry pods | Dissolves fully in cold water | Free of dyes and optical brighteners | 42 loads,Material focus: fabric,,2.9 pounds,,https://images.example.com/B0SAMPLE014.jpg,,SKU-MEAD-014,https://www.amazon.com/dp/B0SAMPLE014,Only 3 left in stock,,,,"Sodium carbonate, Plant-based enzymes, Coconut surfactants, Essential oils, PVA film","Spray, wipe with a microfiber cloth, buff dry.",Y,42 ct,Eco-friendly fabric cleaner. Concentrated plant-based laundry pods Dissolves fully in cold water,4.5,"Clean clothes, small footprint || PVA film debate aside, works great || No perfume residue"
2e4f50c2f934529e933a73d8110a6984,"ClearView Streak-Free Glass Wipes, 35 ct",ClearView,B0SAMPLE015,Health & Household | Household Supplies | Cleaning & Household | Glass Cleaners,,$ 7.99,$ 5.99,,CLE-015,"Make sure this fits by entering your model number. | Pre-moistened glass and mirror wipes | Streak-free shine on the go | For windows, mirrors, and screens",Material focus: glass,,0.7 pounds,,https://images.example.com/B0SAMPLE015.jpg,,SKU-CLEA-015,https://www.amazon.com/dp/B0SAMPLE015,In Stock,,,,"Water, Isopropyl alcohol, Ammonia, Nonionic surfactants, Fragrance","Spray, wipe with a microfiber cloth, buff dry.",Y,35 ct,glass cleaner. Pre-moistened glass and mirror wipes Streak-free shine on the go,4.2,Handy for mirrors || Ammonia smell is strong || Streak free if you buff
f941350a11cf53d5b4f163baee52269f,"PureHome Multi-Surface Eco Spray, 28 oz",PureHome,B0SAMPLE016,Health & Household | Household Supplies | Cleaning & Household | All-Purpose Cleaners,,$ 11.49,$ 9.49,,PUR-016,"Make sure this fits by entering your model number. | Everyday plant-based multi-surface spray | Safe for sealed counters, glass, and stainless | Biodegradable, phosphate-free | Thyme-citrus scent",Material focus: multi-surface,,2.0 pounds,,https://images.example.com/B0SAMPLE016.jpg,,SKU-PURE-016,https://www.amazon.com/dp/B0SAMPLE016,In Stock,,,,"Water, Decyl glucoside, Sodium citrate, Lactic acid, Thyme essential oil","Spray, wipe with a microfiber cloth, buff dry.",Y,28 Fl Oz,"Eco-friendly multi-surface cleaner. Everyday plant-based multi-surface spray Safe for sealed counters, glass, and stainless",4.6,My go-to for the whole kitchen || Works on stainless too || Non-toxic and effective
1c1164d9f1625be185bd4189f4eaf2c7,"ToughGuy Oven & Grill Cleaner, 19 oz",ToughGuy,B0SAMPLE017,Health & Household | Household Supplies | Cleaning & Household | All-Purpose Cleaners,,$ 9.99,$ 7.99,,TOU-017,Make sure this fits by entering your model number. | Heavy-duty foaming oven and grill cleaner | Removes carbonized grease | Fume-reduced formula,Material focus: enamel and metal,,1.5 pounds,,https://images.example.com/B0SAMPLE017.jpg,,SKU-TOUG-017,https://www.amazon.com/dp/B0SAMPLE017,In Stock,,,,"Water, Sodium hydroxide, Butoxyethanol, Foaming agents","Spray, wipe with a microfiber cloth, buff dry.",Y,19 Fl Oz,enamel and metal cleaner. Heavy-duty foaming oven and grill cleaner Removes carbonized grease,4.3,"Melts oven gunk || Wear gloves, caustic || Grill looks brand new"
b5bc95c5d69c5de186be4a4ef1a98ed1,"NatureNest Stainless Steel Cleaner, 8 oz travel",NatureNest,B0SAMPLE018,Health & Household | Household Supplies | Cleaning & Household | Metal Cleaners,,$ 8.99,$ 6.49,,NAT-018,"Make sure this fits by entering your model number. | Compact eco stainless steel cleaner | Plant-based, streak-free | TSA-friendly travel size | Peppermint scent",Material focus: stainless steel,,0.8 pounds,,https://images.example.com/B0SAMPLE018.jpg,,SKU-NATU-018,https://www.amazon.com/dp/B0SAMPLE018,In Stock,,,,"Water, Coco-glucoside, Citric acid, Sodium gluconate, Peppermint oil","Spray, wipe with a microfiber cloth, buff dry.",Y,8 Fl Oz,"Eco-friendly stainless steel cleaner. Compact eco stainless steel cleaner Plant-based, streak-free",4.4,Perfect travel size || Wish it came bigger || Great for RV stainless
152e9124b5c35d3892ccde2732962c90,"HydroClean Steam Mop Floor Solution, 33 oz",HydroClean,B0SAMPLE019,Health & Household | Household Supplies | Cleaning & Household | Floor Care,,$ 12.49,$ 10.99,,HYD-019,"Make sure this fits by entering your model number. | Streak-free floor solution for steam and spray mops | Plant-based and residue-free | Safe for sealed hardwood, tile, and laminate",Material focus: sealed floors,,2.4 pounds,,https://images.example.com/B0SAMPLE019.jpg,,SKU-HYDR-019,https://www.amazon.com/dp/B0SAMPLE019,In Stock,,,,"Water, Plant-based surfactants, Sodium citrate, Lemongrass oil","Spray, wipe with a microfiber cloth, buff dry.",Y,33 Fl Oz,Eco-friendly sealed floors cleaner. Streak-free floor solution for steam and spray mops Plant-based and residue-free,4.5,No residue on tile || Lemongrass smell is lovely || Works in my spray mop
235c5a1d4cd25ef28174ed90fd3707bc,"BrightWhite Grout & Tile Pen Cleaner, 5 oz",BrightWhite,B0SAMPLE020,Health & Household | Household Supplies | Cleaning & Household | Bathroom Cleaners,,$ 6.49,$ 4.49,,BRI-020,Make sure this fits by entering your model number. | Restores white grout lines | Precision applicator tip | Waterproof once dry,Material focus: grout,,0.6 pounds,,https://images.example.com/B0SAMPLE020.jpg,,SKU-BRIG-020,https://www.amazon.com/dp/B0SAMPLE020,In Stock,,,,"Water, Calcium carbonate, Titanium dioxide, Acrylic polymer","Spray, wipe with a microfiber cloth, buff dry.",Y,5 Fl Oz,grout cleaner. Restores white grout lines Precision applicator tip,4.0,Grout looks new || Tedious on big areas || Cheap fix for stained grout
87cd6c247ac4505db69941012e628f1a,"GreenGleam Cooktop & Glass Stove Cream, 10 oz",GreenGleam,B0SAMPLE021,Health & Household | Household Supplies | Cleaning & Household | Glass Cleaners,,$ 12.99,$ 10.49,,GRE-021,"Make sure this fits by entering your model number. | Non-scratch cream for glass and ceramic cooktops | Removes burnt-on residue | Plant-based, leaves protective shine",Material focus: glass ceramic,,0.9 pounds,,https://images.example.com/B0SAMPLE021.jpg,,SKU-GREE-021,https://www.amazon.com/dp/B0SAMPLE021,Only 3 left in stock,,,,"Water, Calcium carbonate (mild abrasive), Coco-glucoside, Citric acid, Lavender oil","Spray, wipe with a microfiber cloth, buff dry.",Y,10 Fl Oz,Eco-friendly glass ceramic cleaner. Non-scratch cream for glass and ceramic cooktops Removes burnt-on residue,4.6,"Burnt milk wiped right off || Buff after for best shine || Best cooktop cleaner, eco too"
05c7544341c359849fe807a87bd7aa04,"SprayJoy Lemon All-Purpose Cleaner, 32 oz",SprayJoy,B0SAMPLE022,Health & Household | Household Supplies | Cleaning & Household | All-Purpose Cleaners,,$ 5.99,$ 3.99,,SPR-022,"Make sure this fits by entering your model number. | Budget everyday cleaner | Fresh lemon scent | For counters, floors, and appliances",Material focus: multi-surface,,2.3 pounds,,https://images.example.com/B0SAMPLE022.jpg,,SKU-SPRA-022,https://www.amazon.com/dp/B0SAMPLE022,In Stock,,,,"Water, Alkyl polyglucoside, Sodium carbonate, Lemon fragrance, Preservative","Spray, wipe with a microfiber cloth, buff dry.",Y,32 Fl Oz,multi-surface cleaner. Budget everyday cleaner Fresh lemon scent,4.1,Cheap and cheerful || Not the greenest but works || Big bottle for the price
a126c1a0dd3b521f92c0d59e12afa6f3,"AquaPure Eco Toilet Bowl Cleaner Gel, 24 oz",AquaPure,B0SAMPLE023,Health & Household | Household Supplies | Cleaning & Household | Bathroom Cleaners,,$ 8.99,$ 6.99,,AQU-023,"Make sure this fits by entering your model number. | Plant-based toilet bowl gel | Clings to remove stains and hard water | Bleach-free, septic-safe | Tea tree scent",Material focus: porcelain,,1.8 pounds,,https://images.example.com/B0SAMPLE023.jpg,,SKU-AQUA-023,https://www.amazon.com/dp/B0SAMPLE023,In Stock,,,,"Water, Citric acid, Caprylyl glucoside, Xanthan gum, Tea tree oil","Spray, wipe with a microfiber cloth, buff dry.",Y,24 Fl Oz,Eco-friendly porcelain cleaner. Plant-based toilet bowl gel Clings to remove stains and hard water,4.4,No bleach fumes and clean bowl || Squeeze bottle could be bigger || Septic-safe and effective
